listing_id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,listings_per_host,minimum_nights_per_listing
7.26E+17,Cosy Twin bedroom,381052532,Gustavo,Dublin City,53.3171,-6.31346,Private room,70,1,2,21/11/2022,0.97,4,80,2,4,1
7.26E+17,Perfect location for Dublin Townhouse!,17080302,Oliver,Dublin City,53.34437385,-6.227419358,Entire home/apt,175,6,1,20/11/2022,1,1,16,1,1,6
7.26E+17,Lovely one bedroom apartment with free parking,104242789,Chen,Dublin City,53.3782,-6.31154,Entire home/apt,100,14,1,30/11/2022,1,1,320,1,1,14
7.26E+17,closed.  Do not book.,475361722,E,Dn Laoghaire-Rathdown,53.30628,-6.20723,Private room,83,1,0,,,1,363,0,1,1
7.26E+17,Lovely 2-bed apartment in the heart of Dublin City,481644312,Andy,Dublin City,53.33888,-6.26486,Entire home/apt,174,1,15,04/12/2022,6.43,7,341,15,7,1
7.27E+17,Beautiful 2bed home with patio &fast reliable WIFI,31284582,Paul,Dublin City,53.33451,-6.27169,Entire home/apt,160,14,0,,,69,163,0,10,14
7.27E+17,Spacious 3 bedroom home with Parking+ City access,69683252,Short Stay Ireland Niall And Gavin,South Dublin,53.27925,-6.33979,Entire home/apt,200,14,0,,,50,365,0,10,14
7.27E+17,Lovely 1bed apartment with patio views over Dublin,31284582,Paul,Dublin City,53.35548,-6.25804,Entire home/apt,123,14,0,,,69,308,0,10,14
7.27E+17,Cosy 1bed very central location,31284582,Paul,Dublin City,53.35519,-6.25803,Entire home/apt,109,14,2,24/11/2022,1.36,69,180,2,10,14
7.27E+17,1 bed apt . Kitchen/living room bedroom/bathroom,481575186,Lorraine,South Dublin,53.3210947,-6.3807064,Entire home/apt,125,1,0,,,1,358,0,1,1
7.35E+17,Private single room to rent,4150714,Matthew,Dublin City,53.324615,-6.3054371,Private room,85,1,0,,,1,77,0,1,1
7.36E+17,Cosy apartment in Dublin centre perfect for 2,20196659,Hector,Dublin City,53.35608,-6.2637,Entire home/apt,195,1,2,06/11/2022,1.25,1,0,2,1,1
7.36E+17,Bright City centre 2 bed apt in Georgian building,31284582,Paul,Dublin City,53.35463,-6.26064,Entire home/apt,267,14,0,,,69,349,0,10,14
7.36E+17,Near the Spire Room in the heart of Dublin City,455894146,Justyna,Dublin City,53.35605,-6.25659,Private room,80,1,21,29/11/2022,10.68,1,7,21,1,1
7.36E+17,Room in newly renovated Dublin home,451634633,Tara,Dublin City,53.36625,-6.21612,Private room,109,1,7,05/12/2022,4.77,1,84,7,1,1
7.37E+17,Lovely 2 bed on aungier,69683252,Short Stay Ireland Niall And Gavin,Dublin City,53.34183,-6.26446,Entire home/apt,300,4,1,17/10/2022,0.52,50,82,1,10,4
7.37E+17,Stunning Architect designed 2 bedroom home,69683252,Short Stay Ireland Niall And Gavin,Dublin City,53.35736,-6.25315,Entire home/apt,196,4,1,27/11/2022,1,50,86,1,10,4
7.38E+17,Private room in a shared flat Dublin 1 -  R3B12,475506523,Ingrid,Dublin City,53.35398,-6.25111,Private room,47,1,5,19/11/2022,2.94,13,0,5,10,1
7.38E+17,Fabulous NEW 2 Bedroom South City,483562199,Julie,Dublin City,53.34448,-6.26568,Entire home/apt,141,1,1,19/11/2022,1,3,362,1,3,1
7.38E+17,GuestReady - Amazing Family home with a Garden,481268031,Alex,Fingal,53.38866,-6.12117,Entire home/apt,260,2,8,05/12/2022,5.58,1,326,8,1,2
7.38E+17,GuestReady - Lively Apt near Dublin Castle,481490364,Rory,Dublin City,53.33869,-6.2688,Entire home/apt,260,3,4,27/11/2022,2.35,1,249,4,1,3
7.38E+17,"No.6 Double bedroom, Dublin 1",60193864,Gillian,Dublin City,53.35294,-6.26371,Private room,121,3,3,27/11/2022,2.43,3,173,3,3,3
7.38E+17,"Large , Bright - 4 bedroomed house with garden",74007953,Suzanne,Fingal,53.38544508,-6.071667597,Entire home/apt,308,3,0,,,1,112,0,1,3
7.38E+17,Beautiful 5 bedroom family home,17549932,Ciara,Dn Laoghaire-Rathdown,53.2842,-6.13585,Entire home/apt,421,7,0,,,1,278,0,1,7
7.39E+17,City Centre Private Room Perfect Downtown Location,357011784,Jake,Dublin City,53.34182,-6.24679,Private room,80,1,13,05/12/2022,7.5,1,35,13,1,1
7.39E+17,"Modern 3 bed home, 5min walk to train station",6863764,Kevin,Fingal,53.40002,-6.14764,Entire home/apt,400,3,0,,,2,15,0,2,3
7.39E+17,Private en-suite room in Dublin,26397653,Hemant,South Dublin,53.34544,-6.46999,Private room,60,2,2,03/12/2022,1.76,1,29,2,1,2
7.39E+17,Plush South City Centre 1 Bedroom,483562199,Julie,Dublin City,53.34432,-6.26552,Entire home/apt,121,1,0,,,3,365,0,3,1
7.39E+17,Modern Central South City Studio,483562199,Julie,Dublin City,53.34449,-6.26385,Entire home/apt,126,1,0,,,3,359,0,3,1
7.40E+17,Little Dublin home on wheels,216565620,Naoise,Dublin City,53.31216,-6.25991,Entire home/apt,150,1,0,,,2,127,0,2,1
7.40E+17,2 Bedroom TownHouse in dublin City Center,476160344,John,Dublin City,53.35476,-6.23019,Entire home/apt,250,2,2,04/12/2022,2,2,332,2,2,2
7.40E+17,Privat Double Room in a Quiet House,483938826,Attila And Andrea,Dublin City,53.38434,-6.31033,Private room,100,1,7,11/12/2022,4.67,1,88,7,1,1
7.40E+17,Comfy double bedroom near UCD and City Centre,483957566,Medi,Dn Laoghaire-Rathdown,53.30331,-6.23586,Private room,101,1,6,27/11/2022,4.09,1,158,6,1,1
7.40E+17,Newly renovated 2 bedroom condo with sea views,16317249,Lyanne,Dn Laoghaire-Rathdown,53.2953068,-6.1486948,Entire home/apt,233,30,0,,,1,105,0,1,30
7.40E+17,Lovely 1-Bedroom Apartment in Dublin 1,483024454,Lucas,Dublin City,53.34846,-6.26818,Entire home/apt,125,3,0,,,11,104,0,10,3
7.40E+17,"Near O'Connell Street, D02",484051319,Winfred,Dublin City,53.34381,-6.26178,Entire home/apt,166,13,1,09/11/2022,0.86,1,341,1,1,13
7.40E+17,Cosy Single Private Room Near Dublin Airport,417314365,Amith,Fingal,53.46327,-6.24054,Private room,55,1,12,11/12/2022,8.18,1,343,12,1,1
7.41E+17,Zentrale Wohnung in Dublin mit 2 Badezimmern,484123280,Mai Anh,Dublin City,53.33828,-6.24715,Entire home/apt,203,2,0,,,2,47,0,2,2
7.41E+17,Experience Dublin City Waterscape,7973919,E,Dublin City,53.34458,-6.22796,Private room,62,4,2,23/11/2022,1.28,3,57,2,3,4
7.41E+17,Stylish Room in 1880s Guinness Worker House,6143752,Malou,Dublin City,53.33725608,-6.295999196,Private room,103,1,1,27/11/2022,1,2,155,1,2,1
7.41E+17,GuestReady - Newly Refurbished Cottage Blackrock,482979654,Luke,Dn Laoghaire-Rathdown,53.28698,-6.17675,Entire home/apt,236,3,0,,,1,341,0,1,3
7.41E+17,Cheerful 4 Bedroom Family Home with Free Parking,93197960,Stephen,Dublin City,53.31326,-6.20618,Entire home/apt,300,5,0,,,1,275,0,1,5
7.41E+17,Zimmer mit eigenem Bad - zentral in Dublin,484123280,Mai Anh,Dublin City,53.33674,-6.24658,Private room,105,1,3,21/11/2022,2.37,2,45,3,2,1
7.41E+17,3BD 3BTH Apartment with River View,228846534,Touba,Dublin City,53.34382,-6.2285,Entire home/apt,200,3,0,,,1,84,0,1,3
7.42E+17,Private double bedroom near city centre with wifi,484372035,Cesar Alejandro,Dublin City,53.33826,-6.32095,Private room,101,3,5,22/11/2022,4.17,1,51,5,1,3
7.42E+17,Bed in a mixed shared room (+3) - 9R2B2,478232926,Ingrid,Dublin City,53.33386,-6.29194,Shared room,38,1,2,17/11/2022,2,18,19,2,10,1
7.42E+17,En-suite bedroom with private balcony -Grand Canal,225196155,Mark,Dublin City,53.33912,-6.23568,Private room,200,1,0,,,1,360,0,1,1
7.42E+17,4 Bedroom Modern bungalow,136271491,Kevin,South Dublin,53.30939,-6.31106,Entire home/apt,450,6,0,,,1,342,0,1,6
7.42E+17,Lovely place near city center,484435054,Muhammad,Dublin City,53.36027,-6.24554,Shared room,50,1,2,31/10/2022,1.3,2,0,2,2,1
7.42E+17,Nice stay near Phoenix Parc,118879341,Vanessa,Dublin City,53.34628697,-6.309816735,Private room,152,1,2,21/11/2022,2,1,36,2,1,1
7.42E+17,Parkgate Apartment,481644312,Andy,Dublin City,53.34865,-6.29384,Entire home/apt,229,1,1,01/11/2022,0.7,7,360,1,7,1
7.42E+17,2 Bed Apartment in Lush & Leafy Sandymount,127984226,Jonothan,Dublin City,53.33481,-6.22269,Entire home/apt,250,14,1,07/11/2022,0.81,16,365,1,10,14
7.42E+17,Delightful city centre apartment with balcony,484365029,Conaire,Dublin City,53.34767,-6.26588,Entire home/apt,238,3,3,26/11/2022,3,1,18,3,1,3
7.42E+17,Stunning City Centre Apt - O'Connell Street Area,126117711,Roisin,Dublin City,53.35453,-6.25734,Entire home/apt,451,2,2,13/11/2022,1.36,1,142,2,1,2
7.42E+17,Room with king-size bed in cosy cottage,8285363,Clíona,Dublin City,53.34112,-6.31985,Private room,95,2,2,19/11/2022,1.4,1,68,2,1,2
7.43E+17,"Best Dublin suburb 2 bedrooms, with large balcony",1096919,Lorraine,Dublin City,53.32802,-6.23172,Entire home/apt,210,3,3,21/11/2022,2.37,1,277,3,1,3
7.43E+17,UBU-Bed in a mixed shared room (+3)  3C12,455067405,Ana,Dublin City,53.34987047,-6.270052131,Shared room,26,1,0,,,27,17,0,10,1
7.43E+17,Lovely 1 bedroom apartment with parking.,162249913,Darshak,Dublin City,53.34619,-6.28431,Private room,100,1,0,,,1,165,0,1,1
7.43E+17,"Luxury Apartment with work space , Dublin 8",455448081,Alax,Dublin City,53.33456,-6.31429,Entire home/apt,160,1,0,,,1,330,0,1,1
7.43E+17,The Donnybrook Cottage,481644312,Andy,Dublin City,53.32219,-6.23639,Entire home/apt,229,1,3,17/11/2022,1.96,7,355,3,7,1
7.43E+17,2 Bedroom apartment located in central Dublin,107261355,Maria,Dublin City,53.34518,-6.28192,Entire home/apt,195,3,0,,,1,124,0,1,3
7.43E+17,Fabulous 2 bed 2 bathroom apartment with balcony,484623118,Fiona,Dublin City,53.34971,-6.24264,Entire home/apt,250,2,3,21/11/2022,2.37,1,3,3,1,2
7.43E+17,Entire Apartment in Dublin City Centre,444173373,Shiam,Dublin City,53.3500841,-6.2688036,Entire home/apt,112,1,10,12/12/2022,6.38,1,141,10,1,1
7.43E+17,Spacious High Rise Apartment with Park & City View,484646958,Jonathan,Dublin City,53.34171378,-6.296160409,Private room,120,14,0,,,1,363,0,1,14
7.44E+17,Luxurious Penthouse Room - Donabate,54538949,Donal,Fingal,53.48835,-6.15192,Private room,120,1,1,20/11/2022,1,2,336,1,2,1
7.44E+17,Mini Studio close to everything,47183949,Brigitte,Dublin City,53.3594057,-6.2616947,Entire home/apt,75,1,5,04/12/2022,5,2,115,5,2,1
7.44E+17,Lovely bedroom in central Dublin,484726761,Xun,Dublin City,53.3425,-6.26478,Private room,96,1,5,11/12/2022,4.05,1,77,5,1,1
7.44E+17,Lovely room in city center.,18579356,Marius,Dublin City,53.35168,-6.2684,Private room,84,1,5,27/11/2022,3.06,4,346,5,4,1
7.44E+17,"Shared room, 3 people",18579356,Marius,Dublin City,53.35386,-6.26952,Shared room,35,1,2,08/11/2022,1.4,4,349,2,4,1
7.44E+17,Spacious Apartment near Guinness Storehouse,398020179,Leah,Dublin City,53.34038047,-6.315446692,Entire home/apt,111,5,0,,,1,25,0,1,5
7.45E+17,Beautiful 3 bed family home South Dublin,177833932,Anna,South Dublin,53.27912,-6.33337,Entire home/apt,280,7,0,,,6,0,0,6,7
7.45E+17,Charming one-Bed Cottage,484234534,Eamonn,Dublin City,53.35124522,-6.23413514,Entire home/apt,170,2,1,20/11/2022,1,1,352,1,1,2
7.45E+17,"Flat, with 2 balcony’s, and a free parking spot",387869724,Armand,Dublin City,53.34224,-6.27942,Private room,130,1,3,11/12/2022,3,1,241,3,1,1
7.45E+17,The Bumblebee studio in South Dublin,270703465,Michael,Dublin City,53.32479,-6.25655,Entire home/apt,175,2,2,20/11/2022,1.62,3,342,2,3,2
7.45E+17,The Storyteller Rooms,247178939,Hiphipstay,Dublin City,53.33977,-6.2437,Private room,132,1,1,29/10/2022,0.65,12,131,1,10,1
7.45E+17,The Storyteller Rooms,247178939,Hiphipstay,Dublin City,53.33985,-6.24364,Private room,169,1,0,,,12,131,0,10,1
7.45E+17,The Storyteller Rooms,247178939,Hiphipstay,Dublin City,53.3386,-6.24382,Private room,123,1,0,,,12,131,0,10,1
7.45E+17,Hidden gem with stunning south facing garden.,22651658,Clare,Dublin City,53.32492,-6.21327,Entire home/apt,450,14,0,,,1,343,0,1,14
7.46E+17,Private bedroom in Dublin,438309023,Merve,Dublin City,53.3554438,-6.234512415,Private room,83,1,0,,,1,319,0,1,1
7.46E+17,3-bedroom home with free parking,471340267,Maria,Dublin City,53.37029,-6.32551,Entire home/apt,300,2,3,11/12/2022,3,1,48,3,1,2
7.46E+17,"Central 1 Bed Apartment, Sleeps 5, by Shortstays",18093654,David,Dublin City,53.34805298,-6.26168708,Entire home/apt,900,3,0,,,5,130,0,5,3
7.46E+17,"Modern, central 1 bed apartment by Shortstays",18093654,David,Dublin City,53.34747,-6.26076,Entire home/apt,1000,3,0,,,5,130,0,5,3
7.46E+17,Bed in mixed shared room (+2) - 3R2B,478232926,Ingrid,Dublin City,53.33329,-6.29195,Shared room,50,1,0,,,18,0,0,10,1
7.46E+17,Dublin 15,446018831,Paulo,Fingal,53.416938,-6.3519385,Shared room,45,1,0,,,1,87,0,1,1
7.46E+17,Full apartment in downtown Dublin near temple bar,273995586,Julia,Dublin City,53.34494,-6.28065,Entire home/apt,109,14,0,,,1,90,0,1,14
7.47E+17,Stylish 2 Bed apartment in the heart of Malahide,202442563,Leroy,Fingal,53.45168,-6.15246,Entire home/apt,237,1,2,27/11/2022,2,2,17,2,2,1
7.47E+17,Lovely flat near Croke Park and city center,458904686,Melanie,Dublin City,53.35872,-6.24908,Entire home/apt,150,3,2,20/11/2022,2,1,4,2,1,3
7.47E+17,"Bright 1 Bed Apartment, Sleeps 5 by Shortstays!",18093654,David,Dublin City,53.3479473,-6.2616388,Entire home/apt,900,3,0,,,5,130,0,5,3
7.47E+17,"Self contained condo in Rathmines, Dublin",198655642,Nelly,Dublin City,53.32177,-6.26443,Entire home/apt,148,1,4,07/12/2022,2.67,1,357,4,1,1
7.47E+17,"Stylish & Central, Sleeps 5 by Shortstays",18093654,David,Dublin City,53.3479473,-6.2616388,Entire home/apt,1000,3,0,,,5,130,0,5,3
7.47E+17,"Modern & Central Studio, Sleeps 5, by Shortstays!",18093654,David,Dublin City,53.34711,-6.26259,Entire home/apt,1000,3,0,,,5,313,0,5,3
7.47E+17,"Luxury, modern apartment in the heart of Dublin",241633654,Francois,Dublin City,53.33431,-6.24879,Entire home/apt,1250,1,0,,,3,294,0,3,1
7.47E+17,Beautiful 2 bed apartment in D4,485330466,Malachy,Dublin City,53.33233703,-6.229710836,Entire home/apt,250,3,0,,,1,12,0,1,3
7.47E+17,Double Bedroom with private bathroom,11420302,Nathalie,Dublin City,53.34822,-6.23544,Private room,105,3,1,11/12/2022,1,1,39,1,1,3
7.47E+17,"Luxury, modern bedroom in the heart of Dublin",241633654,Francois,Dublin City,53.33579,-6.24719,Private room,215,1,0,,,3,296,0,3,1
7.47E+17,Beautiful and spacious private room in shared flat,266020960,Phillip,Dublin City,53.336971,-6.273718,Private room,149,2,2,04/12/2022,2,1,25,2,1,2
7.47E+17,2 Bedroom +Sofa bed at Temple Bar,462093465,Yasin,Dublin City,53.34388,-6.26862,Entire home/apt,257,1,3,20/11/2022,2.05,3,131,3,3,1
7.47E+17,Lovely Room at Temple Bar,462093465,Yasin,Dublin City,53.34485835,-6.268891185,Private room,144,1,5,27/11/2022,3.33,3,139,5,3,1
7.55E+17,Private spacious double bedroom 2 in Dublin,8482441,Kate,Dn Laoghaire-Rathdown,53.27831,-6.16743,Private room,85,3,2,29/11/2022,2,2,298,2,2,3
7.55E+17,Lovely Central 1-Bedroom Condo,470335971,Ionut,Dublin City,53.35464,-6.25721,Entire home/apt,180,5,3,20/11/2022,3,6,365,3,6,5
7.55E+17,Bed in mixed shared room (+3) - 6R2B,478232926,Ingrid,Dublin City,53.334,-6.29205,Shared room,45,1,0,,,18,4,0,10,1
7.55E+17,Bed in mixed shared room (+3) - 7R2B,478232926,Ingrid,Dublin City,53.33467,-6.29214,Shared room,50,1,0,,,18,0,0,10,1
7.55E+17,En-suite double bedroom in the Liberties,14875092,Domenico,Dublin City,53.34072,-6.28129,Private room,90,1,2,07/12/2022,2,1,62,2,1,1
7.55E+17,Stunning private Studio Spa with Sauna  & Hot-Tub,486840424,Robert,Dn Laoghaire-Rathdown,53.28870437,-6.192710985,Entire home/apt,175,2,2,04/12/2022,2,1,76,2,1,2
7.56E+17,Private room in a shared flat - R0R5,475489378,Ingrid,Dublin City,53.33343,-6.29173,Private room,37,1,0,,,30,153,0,10,1
7.56E+17,Private room in a shared flat Dublin 1 - R1B12,475506523,Ingrid,Dublin City,53.3517739,-6.251284499,Private room,24,1,1,27/11/2022,1,13,90,1,10,1
7.56E+17,Detached Victorian House,241858685,Therese,Dublin City,53.30710665,-6.273458114,Entire home/apt,800,3,1,05/12/2022,1,2,107,1,2,3
7.56E+17,Single Room in a shared flat in Dublin City R2B1,475506523,Ingrid,Dublin City,53.35195099,-6.249658894,Private room,25,1,0,,,13,100,0,10,1
7.56E+17,Bed in a Mixed Shared room (+3) in Dublin B1B2,475506523,Ingrid,Dublin City,53.35174901,-6.251291,Shared room,21,1,1,24/11/2022,1,13,40,1,10,1
7.56E+17,Private ensuite room In Killiney,458878313,Cliona,Dn Laoghaire-Rathdown,53.26905,-6.1306,Private room,100,1,0,,,1,363,0,1,1
7.56E+17,Adorable one bedroom studio,37353813,Delia,Dn Laoghaire-Rathdown,53.27995,-6.12841,Private room,86,2,1,06/12/2022,1,1,350,1,1,2
7.56E+17,Modern new build home. Access to public transport,275089609,Bridget,Dublin City,53.40464893,-6.164111586,Entire home/apt,160,1,0,,,1,137,0,1,1
7.56E+17,Lovely victorian 2 bedroom apartment,77574847,Aoife,Dn Laoghaire-Rathdown,53.29155,-6.1316,Entire home/apt,195,3,2,28/11/2022,2,1,244,2,1,3
7.56E+17,Beautiful home in Dublin 8,49209928,Catherine,Dublin City,53.3353,-6.27728,Private room,150,1,0,,,1,87,0,1,1
7.56E+17,Seaside location 7km from City Centre beside Train,117897765,Derek,Dn Laoghaire-Rathdown,53.30984947,-6.197052719,Entire home/apt,200,2,0,,,1,128,0,1,2
7.56E+17,"Apartamento encantador, 5 min centro.",393671447,Martin,Dublin City,53.34829,-6.28579,Shared room,65,2,0,,,2,14,0,2,2
7.57E+17,A place all to yourself in the City Center.,485568102,Fatih,Dublin City,53.35331697,-6.263430345,Entire home/apt,117,2,2,11/12/2022,2,2,0,2,2,2
7.57E+17,A great room for one person,487133660,Nathan,Dublin City,53.34219558,-6.291985269,Private room,27,1,0,,,1,93,0,1,1
7.57E+17,Beautiful 2 bedroom apt close to Malahide Castle,351493675,Grace,Fingal,53.44667,-6.17853,Entire home/apt,190,4,0,,,1,360,0,1,4
7.57E+17,"Luxury flat in the heart of the City, superb view",487165462,Judit,Dublin City,53.34392446,-6.273007826,Entire home/apt,244,14,0,,,1,306,0,1,14
7.57E+17,"private room Dublin7 phibsborough
D07W7C1",458286687,George,Dublin City,53.35976,-6.27501,Private room,65,1,5,11/12/2022,5,2,274,5,2,1
7.57E+17,Lovely 1 entire bedroom in Dublin 8,155160216,José,Dublin City,53.33872785,-6.305060137,Entire home/apt,140,1,0,,,1,34,0,1,1
7.57E+17,Habitación con Baño Propio,146356624,Javier,Dublin City,53.33784,-6.28537,Private room,90,1,0,,,1,74,0,1,1
7.57E+17,4-Bedroom Condo with Hot-Tub and Bbq,470335971,Ionut,Dublin City,53.35603187,-6.256046811,Entire home/apt,1236,2,0,,,6,365,0,6,2
7.57E+17,Private Double Bedroom in Dublin 2,482261549,Deima,Dublin City,53.3459582,-6.2484887,Private room,118,1,4,11/12/2022,4,2,26,4,2,1
7.57E+17,Double room in Dublin 6 available over Christmas,65754714,Sarah,Dublin City,53.31553402,-6.273033433,Private room,55,2,0,,,3,25,0,3,2
7.58E+17,1 bedroom apartment in Grand Canal,475089451,Samar,Dublin City,53.34449,-6.23555,Entire home/apt,336,2,0,,,2,39,0,2,2
7.58E+17,Lovely 1 Bedroom,350382417,Emily,Dn Laoghaire-Rathdown,53.30853577,-6.225551722,Private room,99,1,0,,,1,79,0,1,1
7.58E+17,Cosy family home with easy access to city centre,11398133,Niamh,Dn Laoghaire-Rathdown,53.30234375,-6.224603212,Entire home/apt,145,7,0,,,1,34,0,1,7
7.58E+17,Bright private room 10 mins from Dublin airport,73910431,Leah,Fingal,53.45244,-6.23286,Private room,75,1,5,04/12/2022,5,1,93,5,1,1
7.59E+17,Lovely modern apartment with large balcony,62510358,Nigel,Fingal,53.4013,-6.25665,Entire home/apt,292,2,1,28/11/2022,1,2,90,1,2,2
7.59E+17,Small apartment in central area,213744729,Gabriel,Dublin City,53.3633746,-6.2362168,Entire home/apt,193,1,3,10/12/2022,3,1,170,3,1,1
7.59E+17,2 bedroom appartment for short term let,59745036,Niall,Dn Laoghaire-Rathdown,53.28122,-6.18958,Entire home/apt,200,10,0,,,1,365,0,1,10
7.59E+17,Cozy single room in the heart of Dublin,487441761,Andi,Dublin City,53.34505138,-6.247731379,Private room,100,2,2,04/12/2022,2,1,88,2,1,2
7.59E+17,Lovely One Bedroomed Apartment in Dun Laoghaire,416118498,Ann,Dn Laoghaire-Rathdown,53.27789273,-6.153634898,Entire home/apt,140,1,0,,,1,344,0,1,1
7.59E+17,Private Bedroom in Dublin 2,482261549,Deima,Dublin City,53.34491,-6.24923,Private room,83,1,8,05/12/2022,8,2,22,8,2,1
7.59E+17,Excellent two bed two bath ground floor apartment,60216688,John,Fingal,53.36769208,-6.358712913,Entire home/apt,178,5,0,,,1,344,0,1,5
7.59E+17,Newly renovated house in Blackrock,18573178,Jenny,Dn Laoghaire-Rathdown,53.28641134,-6.167322126,Entire home/apt,200,7,0,,,1,147,0,1,7
7.60E+17,Cosy En-suite Bedroom 8 min walk to the Luas Tram,211625391,Karina,South Dublin,53.3022,-6.35735,Private room,70,2,0,,,1,7,0,1,2
7.60E+17,GuestReady - Large Home with Private Driveway,16988594,GuestReady,Dublin City,53.39217741,-6.254078789,Entire home/apt,295,3,0,,,1,72,0,1,3
7.60E+17,Quite double bedroom with en-suite,33455494,Carlita,Dublin City,53.35114066,-6.251731065,Private room,150,3,0,,,2,15,0,2,3
7.60E+17,Lovely 1 bedroom for 2 people max,487724673,Mustafezur,Dublin City,53.36247,-6.23824,Private room,90,1,1,27/11/2022,1,2,312,1,2,1
7.60E+17,Apartment in the Heart of Dublin near to the Spire,470444647,Alejandro,Dublin City,53.35368886,-6.258146891,Entire home/apt,205,2,0,,,2,350,0,2,2
7.61E+17,Fabulous Modern 4 bedroom Family Home with Garden,130564060,Kieran,Dn Laoghaire-Rathdown,53.26624281,-6.156519724,Entire home/apt,330,14,0,,,1,58,0,1,14
7.61E+17,Private room with bathroom 2p Dublin 3 - 5BSH2,479865906,María,Dublin City,53.35522933,-6.239611898,Private room,57,1,0,,,11,38,0,10,1
7.61E+17,Private room 3beds in Dublin 3 - 6BSH 2,479865906,María,Dublin City,53.3567298,-6.241433144,Private room,57,1,1,26/11/2022,1,11,43,1,10,1
7.61E+17,"Beautiful, comfortable & immaculate double bedroom",487803405,Damien,South Dublin,53.285,-6.42732,Private room,60,1,3,11/12/2022,3,1,293,3,1,1
7.61E+17,Dublin 2 - 3 bed suit 5/6,149262567,Noelle,Dublin City,53.33133582,-6.250915595,Entire home/apt,310,3,0,,,1,216,0,1,3
7.61E+17,New renovated room available in Dublin 13,487824398,Ania,Fingal,53.39815129,-6.147808494,Private room,65,1,0,,,1,81,0,1,1
7.61E+17,Classic flat -  historic village,123959371,Jessica,Dn Laoghaire-Rathdown,53.29243028,-6.15271273,Private room,60,1,6,12/12/2022,6,1,299,6,1,1
7.61E+17,Double bedroom with ensuite.,422743428,Trudi,Dublin City,53.3059225,-6.290071566,Private room,114,2,1,04/12/2022,1,1,90,1,1,2
7.61E+17,Single room in a nice cosy home environment.,487932973,Margaret,Dublin City,53.39793,-6.17907,Private room,75,1,1,20/11/2022,1,1,346,1,1,1
7.61E+17,Cosy Double in penthouse,3308521,Marion,Dublin City,53.36096344,-6.249699105,Private room,90,7,0,,,2,130,0,2,7
7.61E+17,Bed in mixed shared room (+5) Dublin 8 1-0ACk,463200690,Blanca,Dublin City,53.33913982,-6.283329925,Shared room,13,1,0,,,13,9,0,10,1
7.61E+17,Bed in mixed shared room (+5) Dublin 8 2-0ACk,463200690,Blanca,Dublin City,53.33920256,-6.281846223,Shared room,13,1,0,,,13,3,0,10,1
7.61E+17,Bed in mixed shared room (+5) Dublin 8 4-0ACk,463200690,Blanca,Dublin City,53.33874224,-6.28187302,Shared room,13,1,0,,,13,7,0,10,1
7.61E+17,Bed in mixed shared room (+5) Dublin 8 5-0ACk,463200690,Blanca,Dublin City,53.33866315,-6.281901907,Shared room,13,1,0,,,13,9,0,10,1
7.61E+17,Dublin 4,436150749,Qing,Dublin City,53.3311936,-6.250417,Private room,44,1,1,11/12/2022,1,1,166,1,1,1
7.62E+17,Period townhouse in city centre,32032471,Owen,Dublin City,53.34187071,-6.244037032,Entire home/apt,125,30,0,,,1,42,0,1,30
7.62E+17,"Bed in mixed shared room (+3), Dublin 8 - 21-2AC",463200690,Blanca,Dublin City,53.33065,-6.28241,Shared room,13,1,1,27/11/2022,1,13,52,1,10,1
7.62E+17,Georgeous City Center Penthouse,487976711,Marko,Dublin City,53.3392525,-6.2434396,Private room,150,4,0,,,1,341,0,1,4
7.62E+17,Bed in mixed shared room (+3) Dublin 8 - 15-1DC,463200690,Blanca,Dublin City,53.33935367,-6.282033077,Shared room,13,1,2,28/11/2022,2,13,77,2,10,1
7.62E+17,"Bed in mixed shared room (+3), Dublin 8 - 12-1DC",463200690,Blanca,Dublin City,53.33843801,-6.281757673,Shared room,13,1,1,20/11/2022,1,13,78,1,10,1
7.62E+17,"Bed in mixed shared room (+3), Dublin 8 - 13-1DC",463200690,Blanca,Dublin City,53.33723716,-6.28377343,Shared room,13,1,0,,,13,78,0,10,1
7.62E+17,2 Spacious Bedrooms close to city center,487936246,Rod,Fingal,53.37576024,-6.390016209,Private room,120,1,0,,,1,59,0,1,1
7.62E+17,"Bed in mixed shared room (+3), Dublin 8 - 14-1DC",463200690,Blanca,Dublin City,53.3387508,-6.28189571,Shared room,13,1,1,01/12/2022,1,13,78,1,10,1
7.62E+17,2bed central apt with big bath,177833932,Anna,Dublin City,53.3412909,-6.296683429,Entire home/apt,179,3,2,28/11/2022,2,6,3,2,6,3
7.62E+17,"Temple Bar, City Center",488011205,Cinthia,Dublin City,53.3441346,-6.2690858,Entire home/apt,299,2,1,08/12/2022,1,1,320,1,1,2
7.62E+17,bedroom apartment with office,488013675,Ala,Dublin City,53.3341,-6.31718,Entire home/apt,144,1,0,,,1,340,0,1,1
7.62E+17,Cosy Apartment 10mins from Dublin City Centre,5431229,Louise,Dublin City,53.31777868,-6.291564822,Entire home/apt,100,3,1,05/12/2022,1,1,56,1,1,3
7.62E+17,"Bed in mixed shared room (+3), Dublin 8 - 24-2ACk",463200690,Blanca,Dublin City,53.33779771,-6.282007308,Shared room,13,1,1,19/11/2022,1,13,73,1,10,1
